1,Mooey,59.42275920544232,59.32452703145702,62.90021199141762
2,Daisy,59.126364809952115,64.72140010047366,13.52894977654524
3,Buttercup,65.72072436744335,48.84625771101586,84.99274923222447
4,Bessie,53.86066167049321,62.9180788332595,65.83556781226909
5,Clarabelle,42.88997293085037,48.463709700520425,55.48211686657087
6,Clover,45.536305028568066,63.86421576485931,51.86477637845585
7,Holly,52.31681295115475,54.030884664085974,25.805711651208018
8,Rosie,66.63322198180771,54.025695383202475,60.83725175609225
9,Luna,59.93399369400143,62.47540440847722,0.0
10,Molly,57.513955386608686,46.25821493037117,8.581105505706333
11,Ginger,64.78041357680762,61.19541349368188,10.766411349424544
12,Matilda,61.97809798638915,75.90276421908948,82.42398093268879
13,Penelope,62.11695674451753,79.18040192684344,100.0
14,Fiona,58.34376152923036,73.45507669821895,62.433280941281716
15,Hazel,62.65348736674028,66.21534991792807,83.0274258777744
16,Freckles,78.64047212921125,73.15550985062987,35.369430223693115
17,Petal,69.21425469345667,56.585209791504866,100.0
18,Dottie,59.98779810753393,40.06656491087613,62.74886744314247
19,Pumpkin,60.58826353103918,66.18086069199822,71.28135316156802
20,Ruby,53.646998619626075,59.52654189156358,69.68823671458182
21,Willow,46.636062129449435,45.30039942734915,55.77480390178067
22,Clementine,71.3959314311847,83.75172512616675,54.39456457684616
23,Poppy,62.93252111777461,72.82062253374987,100.0
24,Jasmine,61.27467672103934,33.31512783931767,29.691852285351487
25,Lily,52.0539025301929,47.34451184294288,67.39631608750503
26,Bella,59.76997986950335,63.34825177128803,31.330844031317223
27,Lucy,48.180939736574366,50.842682470345984,22.37862459932193
28,Charlotte,66.40593612279349,63.7229423953432,38.726241568837295
29,Stella,60.41805679737426,64.27494004201534,77.16827856008821
30,Sadie,63.602952137976224,56.78408914298561,14.678608600970101
31,Lola,54.638739860783645,49.435089317126824,33.427134761395976
32,Annie,58.98809506056837,90.17252523454796,22.738191203080763
33,Elsie,59.58607423056287,78.04237340189177,88.36175572652343
34,Millie,48.66059934746644,79.11317367698372,46.2008766368871
35,Pearl,56.56303135495255,46.70001907669344,34.254133574949975
36,Rosabelle,62.22137472080639,50.616315679692164,4.744572594701708
37,Winnie,42.845418302543095,58.250093323912274,1.3813068620934246
38,Beatrice,61.12036380020294,60.55392183283843,65.50010887472308
39,Phoebe,64.72849825724641,68.44706045698203,93.48674699317641
40,Violet,58.42035210328925,62.36368080103069,43.20772383101649
41,Maisie,63.80196076962623,67.99366035299862,74.70516656324033
42,Minnie,67.13621210507415,59.4886732910778,0.0
43,Olive,57.35544439045591,62.08810876828602,34.546375336127326
44,Georgia,59.98121806575798,51.530616566123285,100.0
45,Delilah,56.756299095850096,54.4853112487305,59.887233108014826
46,Honey,60.56599487594355,78.54829814367224,5.477288364812608
47,Marigold,71.30432627553348,41.012852569314,67.40833981388917
48,Delia,69.53536767804529,71.88633427362073,13.824862151210986
49,Juniper,46.70395389353981,63.22956074229112,39.341617018442115
50,Martha,69.96081382672125,70.02255671751101,28.50151088703295
51,Greta,62.79604038736921,52.09350463710203,100.0
52,Tulip,64.63896238919207,69.04610625357174,2.009997239864056
53,Daphne,56.0348421231225,44.27214950707822,58.52341324317557
54,Fern,59.167205110404495,59.95206818438055,24.9690887382335
55,Opal,59.472570964832386,63.044916410065454,68.90968519657295
56,Betty,73.05073380561619,61.97906345413573,18.78572691868777
57,Daisy Mae,56.09725578581481,73.49107843386588,58.528285781907265
58,Coco,61.638791578443474,74.05180976436682,61.67644245765291
59,Eleanor,61.39729777826662,46.14345485054211,83.88839997417709
60,Nellie,59.66525325114623,66.39651770443157,24.917832326585515
61,Zelda,47.43127342862391,85.87523950556727,47.11504523133881
62,Rosie Mae,58.93667845824582,49.88418405884738,72.02024036451519
63,Gertie,68.68164078450552,45.74170885065131,0.0
64,Flora,62.329414145210485,64.02313187704111,100.0
65,Gemma,64.93050595793277,32.082766779818755,41.358168167645324
66,Ada,61.27965573027871,56.413272350786265,26.47595633654711
67,Harriet,56.13193366720356,55.92163977260017,23.86478980938031
68,Mabel,40.44827051465729,74.96944058125953,28.639046178983996
69,Cora,63.900087510076325,75.9814014577821,5.721675567880197
70,Ida,60.76046126013393,58.37310033979644,66.91992448956634
71,Esther,60.47293692426632,73.68602953779906,9.616408691364825
72,Nora,58.69530447802033,64.51521940328077,42.14626063965063
73,Hattie,46.79220098846179,67.48576086997555,23.95723373524257
74,Willa,58.5392556118963,67.10447687376661,52.45731274570316
75,Adelaide,75.82726437414524,43.71073738339903,34.52114947546283
76,Winifred,59.70494027582393,73.70426156735317,80.93631667739581
77,Louise,59.350543065567216,64.06387417456862,17.305774433071598
78,Agnes,60.518712684764246,59.922711966211665,55.47399935075492
79,Bonnie,43.68680441448469,38.61560870351359,62.969411620993355
80,Edith,49.461587960937365,62.431108873099724,27.950803222197695
81,Imogene,53.489239407180676,39.98540753713994,16.87390728369757
82,Josephine,61.33095007390967,44.61431788949587,42.954418352005376
83,Lavender,60.43720829803303,65.1550977964866,70.3181508235252
84,Martha May,61.009072508136576,46.60862404473781,62.1395140440342
85,Ruth,60.63834142957243,50.91291605169282,41.67141222258546
86,Sylvia,59.59066930945143,77.09697798404181,43.49961150814799
87,Tilly,59.65877581972418,47.073050798681805,64.75540038248161
88,Tabitha,62.21639154815416,50.702886284539495,100.0
89,Henrietta,56.207677374567375,67.47911475435015,5.369201067481448
90,Lorraine,59.47851911545048,58.19165344966537,33.94115951652263
91,Maeve,46.81125486293183,79.2029471979428,31.03826692613989
